sens,label
thank you you have been most helpful,0
hello i am looking for an expensive restaurant that serves vegetarian food ,2
yes how about european food instead,0
could i have their phone number and address,0
thank you good bye,0
i want something cheap in the west part of town,4
i dont care,0
i would like the phone number and address for la margherita please ,0
thank you goodbye,0
im looking for a moderately priced restaurant what information can you give me,3
any will do which are available ,1
i prefer the north part of town ,1
may i have the address for that place,1
have a great evening goodbye,1
hello i am looking for a restaurant on the south side of town that serves christmas food ,0
how about chinese,0
i dont care about price,1
yes i would like their address ,1
what is the food type of that restaurant ,1
thank you goodbye ,1
hello im looking for a place to eat located in the south part of town,0
something moderately priced in the south part of town,3
thank you that information will be helpful  goodbye,0
bye,0
looking for barbeque food,0
how about gastropub,0
what is the address and phone number,0
thank you goodbye,0
i would like to find a restaurant in any area and it should serve lebanese food,1
could you give me just the phone number and postcode please,1
no thank you  goodbye,1
no thank you goodbye,1
im looking for a restaurant in the east part of town that is expensive,2
what are some of the other options,0
could i get the phone number and address of the grafton hotel,0
thank you  goodbye,0
i need an expensive restaurant,2
i would like vietnamese food ,0
is there any restaurants severing north american food,0
is that expensive ,0
yes i would like to have the phone number and postcode please ,0
i like australasian food  are there any restaurants east of me,0
can i get an address and number for an indian restaurant,0
is this on the east side,0
thank you,0
i would like to find an expensive restaurant in the east part of town,2
i dont care,1
just the phone number is fine please,1
that is all thank you very much good bye,1
hello im looking for some fairly priced australian food,3
 how about gastropub type of food,0
can i have the address and phone number please,0
great what area of town is that ,0
yes what is the price range of the cow pizza kitchen and bar,0
thank you goodbye,0
hello im looking for something moderately priced,3
can you find me one in the south part of town,0
european please,0
yes that would be great do you have their address and phone number,0
thank you goodbye,0
hello i am looking for a scottish restaurant on the west side of town ,0
is there a restaurant that serves indian food in the west part of town,0
expensive,2
can you please give me that phone number,0
what is the food type they serve ,0
can you please give me the address,0
no thank you that is all i need  goodbye,0
hello im looking for a restaurant that serves swedish food,0
um yeah how about indian can i have the number,0
please give me the number to all the restaurants,0
yes the south,0
that is sufficient for now  thank you,0
hello i am looking for an expensive restaurant on the south side of town ,2
what is the address and phone number for frankie and bennys,0
thank you,0
which part of town it is in ,0
no that was it  bye bye,0
i would like an expensive romanian restaurant please,2
how about korean food ,0
what area is this in,0
can i have the address please ,0
hi can you help me find a moderately priced restaurant in the east part of town,3
what type of food is that,0
no thank you goodbye,0
hello i am looking for a restaurant that serves halal food ,0
how about indian food,0
what is their address and phone number,0
is cocum located in the east part of town,0
correct,0
id like to find a restaurant that serves swiss food ,0
is there any restaurants that serve vietnamese food,0
whats the address,0
thank you goodbye,0
im looking for something cheap in the south part of town,4
either is fine can you provide the address and phone number,0
thank you good bye ,0
i want to find a place that serves australasian food,0
ok is there anything for modern european food,0
i dont care,1
sounds good  what is the phone number,1
no thank you  goodbye,1
hello i am looking for a restaurant on the south side of town that serves unusual food ,0
yes how about indian food,0
what is the phone number,0
no that is all thank you goodbye,0
can you please recommend an inexpensive restaurant in the south part of town,4
is it cheap and in the south,0
ok  what is the address,0
what is the phone number,0
that is all thank you goodbye,0
im looking for a restaurant in the south part of town thats moderately priced,3
id like the address for the italian restaurant please,0
what is the postcode,0
may i have the phone number for the restaurant please,0
thank you good bye,0
signing off,0
i am looking for a restaurant that serves moroccan food and is moderately priced,3
i do not care what area it is in,1
yes what about turkish food,1
may i have the address of anatolia,1
thank you goodbye,1
can you recommend me a moderately priced restaurant in the north part of town ,3
i do not care what kind of food,1
what is the address and phone number of the golden wok,1
thank you goodbye,1
hello im looking for a nice fancy place to eat,2
id like it in the south part of town,0
what do you have,0
the mexican restaurant please,0
actually were going chiquito next week  anything else maybe indian,0
im looking for a restaurant that serves hungarian food,0
ok  id like an asian oriental restaurant then,0
it doesnt matter,1
is there a restaurant in the north part of town that serves asian oriental food,1
great id like the address and phone number please,1
i would like to find a restaurant in the east part of town that serves gastropub food,0
what is the phone number,0
thank you very much bye,0
hi im looking for some african food,0
can you give me the full address for bedouin,0
great thank you so much,0
signing off,0
i am looking for an expensive restaurant in the east part of town i would like the name and phone number,2
thanks goodbye ,0
i am looking for restaurant on the south side not fancy but reasonable,3
i think ive been there before is there another similar option in the south part of town,0
that sounds good what is their phone number and address,0
great thanks,0
no im good to go,0
good bye,0
i am looking for a restaurant that serves japanese food i dont care about the price range,1
is there anything in the area for chinese food,1
what is the address and phone number of charlie chan,1
thank you  that is all the info that i needed  good bye,1
hi im trying to find a restaurant that serves venetian food  id like to stay in the west part of town  can you find me a phone number,0
thats okay how about indian food could i have the address and phone number of an indian food restaurant please ,0
is it in the west part of town,0
awesome thank you  thats all i needed to know  have a good evening,0
hello i am looking for a malaysian restaurant on the north side of town,0
no how about a french restaurant instead,0
phone number please,0
thanks goodbye,0
im stuck downtown looking for fish  help,0
what other options do i have nearby ,0
i need the address phone number and postcode please,0
no you have saved my life thanks,0
hello i am looking for a moderately priced restaurant on the north side of town ,3
what is their address,0
thank you good  bye ,0
i would like to find a cheap restaurant it should be in the north side of town,4
no preference for food type thank you,1
great da vinci pizzeria and royal spice are both cheap and located in the north part of town ,1
royal spice give me their address please,1
no thank you  goodbye,1
a north part of town restaurant,0
i do not care about the price range but would like somewhere serving indian food ,1
what is the address and phone number,1
nope that was all i needed  thank you  bye bye,1
im looking for a restaurant in the north part of town in the cheap price range,4
does it serve bistro food,0
i would settle for british id prefer moderately priced actually and location doesnt matter ,1
what is the phone number,1
no thank you that is all i need  goodbye,1
goodbye,1
yes may i have the address for restaurants in the south part of town preferably something moderately priced ,3
thatit thank you goodbye,0
looking for good plain comfort food,0
how about turkish,0
whichever you recommend can i get the address,0
thank you and what is the price range of efes restaurant,0
ok thank you may i have the phone number,0
thanks a lot for your help,0
yes thank you and good bye,0
im looking for a restaurant that serves swedish food,0
yes how about north american food i will also need the address phone number and postcode,0
what is the address phone number and postcode,0
thank you goodbye,0
looking for a moderately priced hungarian place,3
how about turkish let me have their address please,0
may i have the phone number of the both of the restaurants,0
im looking for a cheap restaurant on the west side  ,4
are there any others,0
alright thank you,0
can you give me the addresses for thanh binh and la margherita,0
do you have the phone number for thanh binh,0
ok thats all i need thanks for your assistance,0
hi im looking for a moderately priced restaurant in the south part of town,3
yes  i would like the location and the phone number please,0
thank you goodbye ,0
can you recommend a good danish restaurant,0
can i have the number to a vietnamese restaurant,0
thank you,0
no thats it thanks,0
i am looking for a restaurant in the west part of town and is in the moderate price range,3
i dont have a preference,1
what is the address,1
no thank you  that is all i wanted to know  good bye,1
i want a moderately priced restaurant and serves asian oriental food what is the address and phone number,3
thank you goodbye,0
i am interested in fine dining on the south side  please let me know the phone number and postcode of the restaurant you suggest,2
no nothing specific is there one you recommend,1
is there anything else,1
thats fine  thanks,1
goodbye,1
hello i am looking for an expensive restaurant that is on the east side of town ,2
what is the postcode,0
what is the address phone number and type of food,0
great thank you,0
no thank you  goodbye,0
you too,0
i want an expensive restaurant in the east part of town i would also like its phone number,2
i appreciate your help good bye,0
i am looking for a moderately priced restaurant on the south side  could you give me the phone address and type of cuisine please,3
what is available,0
tell me about the one serving modern european,0
what is the address and phone number,0
i still need the address and phone number of the restaurant ,0
no worries thank you for the help that will be all,0
can i have a moderately priced restaurant in the west ,3
i do not care ,1
yes it will do can i have the phone number please ,1
thank you  good bye,1
what kind of restaurants are on the east side of town,0
i would like an indian restaurant,0
what is the address and phone number,0
thank you goodbye,0
could you give me the phone number for a cheap restaurant on the south side,4
can i get the number of the chinese place ,0
no thank you,0
i would like a moderately priced restaurant in the north part of town,3
what is the address of anyone of them,0
thank you,0
thank you goodbye ,0
i want portuguese food and i dont care about the price range what is the address and phone number,1
thank you goodbye ,1
im looking for a cheap indonesian restaurant,4
yes how about italian may i also have their address and phone number,0
i want the address and phone number of zizzi,0
no thank you,0
are there any jamaican restaurants in the west side,0
try thai,0
yes as well as their phone number,0
is that an expensive restaurant,0
no thank you that will be all thank you good bye,0
im looking for an expensive german restaurant,2
how about oriental,0
i dont have a preference can i have the phone numbers for both locations,1
oriental,1
for crying out loud just give me the number for the chinese place in the centre please,0
thank you,0
i need a restaurant on the eastside that serves catalan food  or chinese food  i need the number address and post code,0
thank you,0
goodbye,0
id like the address phone and postcode to the chinese restaurant on the east side please,0
i am looking for a restaurant on the east part of town that serves catalan food,0
then i would like a restaurant in the east part of time that serves chinese food please  ,0
thats all thank you for the help bye,0
bye,0
i would like a restaurant that serves brazilian food,0
please search for french food i will also need the address and phone number,0
i dont care,1
i dont care ,1
no that is all i need  thank you and goodbye,1
do you have any seafood restaurants in town,0
yes please,0
what is the price range,0
perfect thank you,0
im looking for an expensive east side place  whats an address,2
may i also have the post code,0
thank you goodbye,0
im looking for a restaurant that serves korean food,0
please give me the phone number and address,0
goodbye,0
i am looking for a restaurant on the west side of town that serves tuscan or thai food,0
yes and also the phone number and price range,0
thank you,0
thank you goodbye,0
need a restaurant serving turkish style venue,0
any area would be fine could i please get the address and postcode of a turkish restaurant,1
thank you goodbye,1
im looking for a restaurant in the north part of town in the cheap price range,4
i am looking for the east part of town serving austrian food ,0
how about chinese food on the east part of town,0
yes i would like their address phone number and postcode please ,0
thats all im looking for thank you for the information,0
i am looking for a restaurant that is in the south part of town and in the cheap price range,4
hmm are there any other options available for cheap in the south side,0
phone number please,0
what is the postcode,0
thank you goodbye,0
i want to find a moderately priced restaurant that serves british food what is the address and phone number,3
i do not care  please suggest one,1
what is their address and phone number,1
no thank you goodbye ,1
i would like an expensive restaurant in the east part of town please,2
i dont have a preference,1
what is the address,1
thank you and good bye,1
bye,1
goodbye,1
i want to find an expensive restaurant in the east part of town,2
i dont care i just need to know the address phone number and postcode of the venue please,1
what is the food type of that restaurant ,1
thank you goodbye,1
goodbye,1
i want to try gastropub  can you help me,0
centre please,0
i want it to be expensive and please give the address and area,2
hmm actually i changed my mind is there anything else id like info for another restaurant please,0
sounds good give me the address please,0
no thats sounds great thank you,0
hello im looking for a restaurant that serves very creative food,0
modern european i need an address and phone number please,0
south please,0
thank you goodbye,0
i want a restaurant in the north part of town and serves austrian food,0
indian please,0
thank you goodbye,0
im looking for a moderately priced restaurant in the north part of town i would like to know the type of food address and phone number,3
do you have the phone number for nirala,0
thank you good bye,0
restaurant on the south side please,0
no actually can you suggest me some kosher places ,0
a portuguese restaurant might be nice ,0
i am looking for a restaurant that serves irish food and is in the expensive price range,2
is there an expensive korean restaurant,0
great can you give me the address and area of little seoul,0
no thank you good bye,0
i am looking for a restaurant that serves caribbean food and in the moderate price range,3
are there any spanish restaurants,0
what is the address phone number and postcode ,0
thank you good bye ,0
are there any cheap restaurants in the south part of town ,4
i do not have a preference ,1
please give me the address and phone number for nandos ,1
no thank you good bye,1
i want to find a cheap restaurant in the north part of town what is the phone number,4
thank you goodbye ,0
im looking for a restaurant in the north part of town that is moderately priced,3
may i have the address phone number and postcode of the chinese restaurant,0
thank you very much,0
hello i am looking for a moderately priced restaurant on the east side of town,3
what is there phone number,0
is there anything else i can help you with ,0
yes that is all i needed to know  thank you,0
i would like to find a moderately priced restaurant down south,3
doesnt matter address please,1
thank you goodbye,1
im looking for a place that serves swiss food,0
how about a place that serves spanish food,0
i dont care about the price range can you give me their addresses,1
thank you very much thats all i need,1
im looking for a restaurant in any area that serves unusual or mediterranean food may i have the address phone number and postcode,1
super,1
no thats all i needed thank you,1
i want to find a restaurant in the north part of town that serves christmas food,0
how about asian oriental food,0
that sounds like it will work  may i have the address and phone number please,0
thank you goodbye,0
i would like to find an expensive restaurant in the south part of town ,2
it does not matter what type of food  ,1
yes as well as address and postcode,1
thank you good bye,1
im looking for the address and phone number of a cheap restaurant in the south part of town,4
the lucky star sounds good,0
can i get the postcode too please,0
thank you goodbye ,0
please close the dialogue,0
i need the phone number to a restaurant located in the north part of town that is moderately priced thank you,3
thank you goodbye,0
thank you goodbye ,0
i am looking for a restaurant that is moderately priced and in the north part of town,3
no i am not interested in the golden wok is there anything else,0
great can i have the phone number and postcode please,0
that is all i needed  thank you,0
bye,0
hi im looking for an expensive restaurant in the south part of town,2
i dont care,1
what other options are there,1
what is the address and phone number of one of them,1
that will do thank you,1
im looking for an italian restaurant on the east side with moderate prices thank you,3
is there anything in the south part of town that is expensive i would like to know the addresss,2
any of them is alright do you have a recommendation,1
ok thanks,1
help me find a mediterranean restaurant  i hear thats good for my health,0
ill take one of the expensive ones  where are they located,2
sounds interesting what is the other one,0
can i have their phone numbers,0
is that the phone number for la mimosa or shiraz i asked for the phone number for both of them please,0
thank you goodbye,0
i am looking for a french restaurant,0
i dont care,1
are there any other french places available ,1
that sounds great  may i have their address and postcode please ,1
please give me the address and postcode,1
thats it thank you goodbye,1
im looking for a vietnamese restaurant  in cambridge that is moderately priced,3
yes how about indian food  moderately priced,0
that will do what is meghnas address and phone number,0
ok thanks goodbye,0
need address phone and postcode for a cheap restaurant on the west side,4
whats the post code for la margherita,0
you rock  thanks much,0
im looking for a cheap restaurant that serves german food,4
how about some asian oriental food,0
lets try the dojo,0
no that will be all thank you,0
bye,0
hello im looking for a restaurant with fair prices,3
no im in the south ,0
yes please,0
what type of food does restaurant alimentum serve,0
that sounds interesting can you give me their phone number,0
can i get the address,0
that should be everything  thank you ,0
i want to find a restaurant serves corsica food please ,0
how about gastropub,0
i do not care,1
nah whatever you can find is cool,1
what is the address of backstreet bistro  phone number and post code,1
that is all thank you goodbye,1
im trying to find a moderately priced restaurant in the east part of town  can you recommend one to me,3
can you suggest me some indian ones ,0
thank you can you please give me the address and phone number,0
thank you goodbye,0
hello i am looking for a restaurant that serves african food ,0
what are the address and postcode please,0
thats all thanks,0
hello i am looking for a hungarian restaurant on the east side of town ,0
yes id like a chinese restaurant in the east part of town,0
please give me yu gardens address phone number and postcode,0
thank you good bye ,0
i would like a barbeque restaurant,0
i do not care about the price range or location ,1
do you have an address phone number and postcode for a north american food restaurant,1
thank you good bye ,1
any greasy spoons on the south side,0
may i have the address and phone number of the chinese restaurant,4
thanks for your help,0
hi there im looking for a restaurant that serves welsh food ,0
ah thats all right how about indian then ,0
wow thats a lot of them can you give me the address and phone for one of them in the east area,0
thanks thats all i needed,0
im looking for a moderately priced restaurant in the west part of town,3
i have no preference can i get the phone number and address of one,1
no thank you that is all i needed,1
hi im looking for a cheap steakhouse ,4
how about vietnamese,0
i still want it to be cheap,0
yes could i please have their phone number,0
that is all,0
oh youre welcome goodbye,0
im looking for korean food at any price range,1
yes please can i get their phone number,1
im looking for a cheap seafood place  if not i want chinese  whats the address and number,4
it doesnt matter can i get their address and phone number thanks,1
that is fine thank you,1
hi im looking for a moderately priced restaurant on the south side of town,3
yes phone number please,0
im not sure where on the south side im going to be  could you suggest an alternate restaurant and give me their information too,0
im looking for an expensive eritrean restaurant,2
how about a korean restaurant,0
thank you ,0
hello im looking for a nice greek restaurant,0
how about chinese,0
i am looking for a chinese restaurant in the north part of town,0
thank you goodbye,0
you have been very helpful have a nice day,0
hi im looking for an expensive restaurant that serves kosher food,2
i do not care about the location ,1
how about korean food in the expensive price range,1
yes i would like their address please ,1
thank you  that is all of the info that i needed  good bye,1
im looking for a cheap restaurant in the north,4
indian,0
can i get the phone number and post code please,0
no thats all i need thank you ,0
i would like a restaurant in the south part of town that serves jamaican food,0
how about chinese food,0
just their address please ,0
no thank you goodbye ,0
does anyplace serve singaporean food,0
how about mediterranean,0
dont care,1
what is the address for la mimosa,1
no thatll do thanks ,1
i want afghan food in the centre of town,0
any price range will be fine,1
centre part of town ,1
how about a place serving turkish food,1
i dont care,1
yes what is their price range and address,1
thank you good bye,1
im looking for a moderately priced polish food restaurant ,3
yes  can you please check for a turkish restaurant ,0
may i have the address for anatolia ,0
thank you,0
do you have the phone number to a restaurant in the north part of town that serves canapes food,0
well thats all right what are my options for french food in the same area ,0
yes thank you goodbye,0
just give me a restaurant that does not cost an arm and a leg,4
yes please i would like their address,0
is it in the north part of town,0
yes i would like the address for royal spice ,0
no thats all i need thanks and bye,0
im looking for a moderate priced place in the south part of town  i want the address number and type of food,3
anything else moderate priced in that area,0
can you give me the address and phone number for restaurant alimentum,0
thank you ,0
im looking for hungarian food in the west,0
are there any indian restaurants,0
cool may i have the address and phone number,0
thats all i need thank you,0
hello i am looking for an expensive restaurant that serves fusion food ,2
how about mediterranean food ,0
what is the address and phone number of one of them,0
thank you goodbye,0
i am looking for an inexpensive place in the east part of town,4
can you give me the phone number,0
thank you that will be all today,0
hello im looking for a restaurant with fair prices on the east side,3
can i have the address and phone number as well,0
is there anything else,0
what are the addresses phone numbers and post codes of those restaurants,0
i dont understand can i have the address phone number and post code for curry prince please ,0
no all set  bye,0
can you direct me towards a moderately priced restaurant serving fusion food ,3
european then,0
moderately priced european food i will also need the address and postcode,0
if they are all moderately priced i do not care price is more important than location ,1
thank you goodbye,1
i want to find an expensive restaurant in the south part of town what is the address,2
any type of food is fine just need to know where it is located,1
no thank you,1
goodbye,1
can you find me something cheap in the south part of town,4
i do not care about the type of food,1
is there anything else ,1
what is the address,1
thanks good bye,1
any drive throughs on the south side,0
are there any cheap restaurants on the south side that are not drive thrus,4
do you have any other suggestions  ill need a postcode please,0
ill need the phone numbers also please,0
what restaurants are on the east part of town,0
expensive,2
what is the address,0
great thanks for your help thats all i need,0
im looking for a cantonese restaurant price doesnt matter,1
what about a chinese restaurant,1
i already said price doesnt matter  chinese is overrated anyway  how about north american food,1
thanks a burger sounds delicious mmmm can i get the address and post code as well please,1
i want to find a moderately priced restaurant in the north part of town what is the phone number,3
is there anything else in the expensive range in the north area of town,2
what is the phone number of that one please,0
what is the phone number,0
that is all thank you ,0
i am looking for a cheap restaurant in the west part of town could i get the address and phone number please,4
yes please,0
hey could you tell me if there are any panasian restaurants in the east side of town,0
no,0
are there any chinese restaurants on the east side of town if so what is the address phone number and post code,0
thank you goodbye ,0
hello im looking for a restaurant that serves spanish food,0
south part of town prefferred address and pricing please ,0
another part of town is fine address and price range please,1
that will work  thank you for the info,1
im looking for a restaurant that serves spanish food,0
what is the address,0
no thank you ,0
i crave a real scottish meal and not some cheapie either,2
is there an expensive restaurant that serves modern european food can i have the number and address please,0
thats the best news all day  after the disappointment about the scottish place i didnt know how youd recover but you did ,0
nope thanks for the help ,0
is there a moderately priced restaurant in the north part of town ,3
yes i would like the phone number of the nirala,0
yes i would like the address of the nirala please ,0
what is the postcode,0
i think thats all i need thank you for your help,0
i would like a restaurant in the west part of town,0
i dont care ,1
canapes food,1
how about thai food instead,1
what is the address phone number and price range,1
thank you goodbye,1
im looking for a spanish restaurant anywhere  can i have the address and phone,1
can i have the address and the phone number,1
thank you goodbye,1
im looking for someplace moderately priced to eat,3
any type of food is fine,1
i would prefer the west part of town and a phone number,1
im not fond of indian what else is there,1
can i have the number to prezzo please,1
no thank you goodbye,1
i want to find a restaurant in the centre part of town and serves persian food,0
i would like a thai restaurant then,0
yes please like to hear least to most expensive first,0
what is the address and phone number,2
thank you goodbye,0
hello im looking for a nice fancy expensive place to eat,2
anything in the east side,0
what else do you have,0
im looking for other expensive restaurants in the same area is there one with a different cuisine,0
in would like the info on the gastropub please,0
what is the phone number,0
thats all i need thank you,0
im up north whats the address for a mediterranean place around here,0
i do not care about the price range,1
what about mediterranean in any part of town,1
price doesnt matter i would like the address phone number and the postcode please,1
that sounds good thank you,1
im looking for a restaurant the serves spanish food,0
i have no preference ,1
yes i would like the address of la raza please ,1
no thank you goodbye,1
i am looking a place serving gastropub in the moderate price range ,3
most definitely,0
no that is all i need  thank you and goodbye,0
im looking for a restaurant in the east part of town that serves australian food,0
do you have a listing for indian food in the east part of town,0
dont care,1
what is the address for pipasha,1
yes i want the phone number for pipasha,1
that is all i needed thank you for your help,1
i am looking for a inexpensive restaurant in a south part of town ,4
sounds great can i get the address,0
got it thanks,0
im actually looking for a moderately priced restaurant in the south end  can you suggest one and give me an address,3
sounds good thanks,0
nope i am good to go thanks so much,0
hello i am looking for a restaurant that serves thai food ,0
i dont care,1
are there any others,1
perfect thank you very much ,1
i am looking for a cheap restaurant in the north part of town ,4
lets try indian please,0
what is the name of the italian restaurant,0
what is the address and phone number,0
thanks so much,0
hello i am looking for a restaurant that serves mexican food ,0
yes id like the address phone number and postcode please,0
thank you goodbye,0
i am looking for an expensive restaurant in the south part of town,2
i would like italian food,0
yes what is their phone number and where are they located at,0
thank you goodbye,0
im looking for a good restaurant anywhere in town serving french food could you please give me their phone numbers,1
thank you goodbye,1
is there an expensive restaurant serving caribbean food ,2
how about thai,0
great what is the address and phone number for bangkok city,0
i am looking for a restaurant that serves mexican food and located in the south part of town,0
what is the address phone number and postcode,0
nope thats all i need thank you very much,0
im looking for an restaurant anywhere that serves african food,0
could you give me the postcode please,0
thank you very much,0
your welcome,0
may i have the address please,0
thank you and have a nice day,0
thank you goodbye ,0
